第一 部分 ： 寂静 的 春天 第一 章 ： 1 . 疯狂 年代|||PARTIE I : UN PRINTEMPS SILENCIEUX CHAPITRE 1 : LES ANNÉES DE FOLIE 
构图 的 主体 就 是 他们 正在 安装 的 超导 线圈 ， 那 线圈 有 三 层 楼 高 ， 安装 到 一半 ， 看上去 是 一个 由 巨大 的 金属块 和 乱麻 般 的 超低温 制冷剂 管道 组成 的 怪物 ， 仿佛 一 堆 大 工业 时代 的 垃圾 ， 显示 出 一 种 非人性 的 技术 的 冷酷 和 钢铁 的 野蛮 。|||Ce jour -là , le motif principal de la composition était formé par la bobine supraconductrice que l' équipe était en train d' installer . La moitié seulement de la bobine de trois étages avait été montée . En la regardant , on aurait cru voir une créature monstrueuse faite d' énormes blocs de métal et d' un écheveau de tuyaux réfrigérants cryogéniques . Comme le tas d' ordures d' une grande ère industrielle , la machine révélait à elle seule la brutalité et la froideur métallique d' une technologie inhumaine . 

就 在 这 金属 巨怪 前面 ， 出现 了 一个 年轻 女性 纤细 的 身影 。|||En face de ce monstre d' acier avait émergé la silhouette mince d' une jeune femme . 

这 构图 的 光线 分布 也 很 绝 ： 金属 巨怪 淹没 在 临时 施工 顶棚 的 阴影 里 ， 更 透 出 那 冷峻 、 粗糙 的 质感 ； 而 一 束 夕阳 金色 的 光 ， 透过 顶棚 的 孔洞 正好 投 在 那个 身影 上 ， 柔和 的 暖光 照着 她 那 柔顺 的 头发 ， 照 着 工作服 领口 上 白皙 的 脖颈 ， 看上去 就 像 一 场 狂暴 的 雷雨 后 ， 巨大 的 金属 废墟 上 开 出 了 一 朵 娇柔 的 花 … …|||La luminosité de la composition était parfaite : le monstre était immergé dans l' ombre du plafond temporaire de la salle , ce qui intensifiait sa texture froide et rugueuse , tandis qu' un halo argenté , presque crépusculaire , transperçait les trous du plafond pour venir se projeter sur la silhouette . La douceur de la lumière éclairait ses cheveux satinés ainsi que la blancheur de son cou qui saillait du col de sa combinaison de travail . On aurait dit une fleur délicate qui venait de s' ouvrir sur de gigantesques ruines de métal après un violent orage … 

“ 看什 么 看 ， 干活儿 ！ ”|||— Qu' est -ce que tu regardes ? Au travail ! 

汪淼 吓 了 一 跳 ， 然后 发现 纳米 研究 中心 主任 说 的 不 是 他 ， 而是 一 名 年轻 工程师 ， 后者 也 和 自己 一样 呆呆 地 望 着 那个 身影 。|||Wang Miao avait sursauté , avant de remarquer que le directeur du Centre de recherches en nanotechnologie ne s' était pas adressé à lui mais à un jeune ingénieur dont le regard semblait tout comme le sien happé par la silhouette . 

汪淼 从 艺术 中 回到 现实 ， 发现 那 位 女性 不 是 一 般 的 工作 人员 ， 因为 总工程师 陪同 着 她 ， 在 向 她 介绍 着什 么 ， 一 副 很 尊敬 的 样子 。|||Wang Miao était redescendu de l' art à la réalité et il s' était aperçu que la jeune femme qui venait de pénétrer dans la pièce n' était pas un membre ordinaire du personnel , car elle était accompagnée de l' ingénieur en chef qui lui présentait les lieux d' un air affable . 

“ 她 是 谁 ？ ” 汪淼问 主任 。|||— Qui est -ce ? avait demandé Wang Miao au directeur . 

“ 你 应该 知道 她 的 ， ” 主任 说 ， 用 手 划 了 一 大 圈 ， “ 这个 投资 二百亿 的 加速器 建成 后 ， 第一 次 运行 的 可能 就 是 验证 她 提出 的 一个 超弦 模型 。|||— Tu dois avoir entendu parler d' elle , avait -il répondu en faisant de grands gestes . C' est son modèle théorique des super-cordes qui sera testé lors de la première mise en marche de l' accélérateur à deux milliards , lorsque sa construction sera achevée . 

要 说 在 论资排辈 的 理论 研究 圈子 ， 本 来 轮 不 到 她 的 ， 可 那些 老 家 伙 不 敢 先 来 ， 怕 丢人 ， 就 让 她 捡 了 个 便宜 。 ”|||La règle de l' ancienneté du monde scientifique fait qu' elle n' aurait sans doute pas dû être la première à visiter les lieux , mais aucun des vieux briscards n' ose montrer patte blanche , ils ont peur d' avoir l' air ridicule . Conséquence : ils lui laissent une chance de se faire un nom . 

“ 什 么 ？|||— Comment ? 

杨冬 是 … … 女 的 ？|||Alors , Yang Dong est … une femme ? 

！ ” “ 是 的 ， 我们 也 是 在 前天 见到 她 时 才 知道 。 ” 主任 说 。|||— En effet . Nous ne l' avons appris qu' il y a quelques jours lorsque nous l' avons rencontrée pour la première fois . 

那 名 工程师 问 ： “ 她 这 人 是 不 是 有什 么 心理 障碍 ， 要 不 怎 么 会 从 来不 上 媒体 呢 ？|||Le jeune ingénieur avait alors demandé : — Elle doit souffrir de troubles psychologiques , sinon comment expliquer qu' elle ne se montre jamais dans les médias ? 

别 像 是 钱钟书似 的 ， 到 死大 家 也 没 能 在 电视 上 看上一眼 。 ”|||C' est comme l' écrivain Qian Zhongshu qui jusqu' à sa mort n' a jamais accepté de passer à la télé ? 

“ 可 我们 也 不至于 不 知道 钱钟书 的 性别 吧 ？|||— Oui mais , quand même , Qian Zhongshu , on connaissait au moins son sexe , non ? 

我 觉得 她 童年 一定 有什 么 不 寻常 的 经历 ， 以致 得 了 自闭症 。 ”|||Elle a dû connaître des expériences traumatisantes dans son enfance pour développer un tel autisme , avait poursuivi Wang Miao , un peu par amertume . 

汪淼 说 ， 多少 有 一些 酸葡萄 心理 。 杨冬 和 总工程师 走过 来 ， 在 经过 时 她 对 他们 微笑 着 点点 头 ， 没 说 一 句 话 ， 但 汪淼 记住 了 她 那 清澈 的 眼睛 。|||Yang Dong et l' ingénieur en chef s' étaient approchés d' eux et , au moment de les dépasser , celle-ci les avait salués de la tête en souriant . Elle n' avait pas dit un mot , mais la pureté de son regard s' était ancrée dans les souvenirs de Wang Miao . 

当天 晚上 汪淼 坐 在 书房 里 ， 欣赏 着 挂 在 墙上 的 自己 最 得意 的 几 幅 风景 摄影 ， 他 的 目光 落 在 一 幅 塞外 风光 上 —— 那 是 一个 荒凉 的 山谷 ， 雪山 从 山谷 的 尽头 露出 一抹白 ； 山谷 的 这 一 端 ， 半截 沧桑 的 枯木 占据 了 几乎 三分之一 的 画面 。|||Le soir même , Wang Miao s' était assis dans sa bibliothèque pour admirer fièrement ses photos de paysages . Ses yeux étaient tombés sur une scène qu' il avait capturée au nord de la Grande Muraille : une vallée déserte derrière laquelle perçait la blancheur des montagnes enneigées . À l' extrémité de la vallée , des branches de bois mort qui semblaient avoir vécu mille histoires occupaient presque un tiers de l' espace . 

汪淼 在 想象 中 把 那个 萦绕 在 他 脑海 中 的 身影 叠印 到 画面 上 ， 让 她 位于 山谷 的 深处 ， 看 去 很 小 很 小 ； 这时 汪淼 惊奇 地 发现 ， 整个 画面 苏醒 过 来 ， 仿佛 照片 中 的 世界 认出 了 那个 身影 ， 仿佛 这 一切 本 来 就是 为 她 而 存在 。|||Dans son imagination , Wang Miao avait incrusté dans cette scène la silhouette féminine qui baignait encore dans son esprit . Il l' avait imaginée au plus profond de la vallée , où elle avait l' air minuscule . À cet instant , Wang Miao avait eu la surprise de constater que le tableau paraissait prendre vie , comme si le monde à l' intérieur de la photographie avait reconnu cette silhouette , comme si tout cela n' avait jamais existé que pour elle . 

他 又 依次 在 想象 中 将 那个 身影 叠印 到 另外 几 幅 作品 上 ， 有时 还 将 她 那 双 眼睛 作为 照片 上空 旷 苍穹 的 背景 ， 那些 画面 也 都 苏醒 过 来 ， 展现 出 一 种 汪淼 从未 想象 过 的 美 。|||Il avait encore superposé dans son esprit la silhouette sur quelques autres images . Les yeux de la fille devenaient parfois même la toile de fond de plusieurs scènes , et toutes celles-ci s' éveillaient , révélant une beauté que Wang Miao n' avait jamais soupçonnée auparavant . 

以前 ， 汪淼 总 觉得 自己 的 摄影 作品 缺少 某种 灵魂 ； 现在 他 知道 了 ， 缺 的 是 她 。|||Wang Miao avait toujours trouvé qu' il manquait une âme à ses photos , il savait maintenant que ce qui manquait , c' était elle . 

“ 名单 上 的 这些 物理学 家 ， 在 不 到 两 个 月 的 时间 里 ， 先后 自杀 。 ” 常伟思 说 。|||— En moins de deux mois , tous les physiciens dont les noms apparaissent sur la liste se sont donné la mort , expliqua Chang Weisi . 

晴天霹雳 ， 汪淼 的 大脑 一片空白 。 后 来 这 空白 中 渐渐 有 了 图像 ， 那 是 他 那些 黑白 风景 照片 ， 照片 中 的 大地 没有 了 她 的 身影 ， 天空 抹 去 了 她 的 眼睛 ， 那些 世界 死 了 。|||Ce fut comme un coup de tonnerre . Wang Miao eut un grand blanc , derrière lequel des images naquirent bientôt : les mêmes paysages bicolores de ses photographies , mais d' où la silhouette avait disparu . Le ciel avait effacé ses yeux , le monde n' était plus qu' une nature morte . 

“ 是 … … 什 么 时候 ？ ” 汪淼呆呆 地 问 。|||— C' était … quand ? demanda Wang Miao , ahuri . 

“ 在 不 到 两 个 月 的 时间 里 。 ”|||— Il y a moins de deux mois , répéta le général . 

常 将军 重复 道 。 “ 你 是 指 最后 一 位 吧 。 ”|||— Vous voulez sans doute parler du dernier nom sur la liste , lança crânement Shi Qiang , qui était assis à ses côtés . 

坐 在 汪淼 旁边 的 大 史得意 地 说 ， 然后 压低 声音 ， “ 她 是 最后 一 位 自杀者 ， 前天 晚上 ， 服 过量 安眠药 。|||Puis il baissa la voix : — C' est la dernière à s' être suicidée . Avant-hier soir , overdose de somnifères . 

她 死 得 很 顺溜 ， 没有 痛苦 。 ”|||Sa mort a été rapide , elle n' a pas souffert . 

刹那间 ， 汪淼 居然 对 大史 有 了 那 么 一 丝 感激 。|||L' espace d' un instant , Wang Miao éprouva un soupçon de gratitude pour Shi Qiang . 

“ 为什 么 ？ ”|||— Pourquoi ? demanda -t -il . 

汪淼问 ， 那些 照片 上 死去 的 风景画 仍 在 他 的 脑海 中 幻灯 似 的 循环 浮现 。|||Comme des diapositives , les images des paysages morts tournaient en boucle dans son esprit . 

常伟思 回答 道 ： “ 现在 能 肯定 的 只 有 一点 ： 促使 他们 自杀 的 原因 是 相同 的 。|||Chang Weisi répondit : — Pour l' heure , nous ne sommes certains que d' une chose : c' est la même raison qui les a tous poussés à mettre fin à leurs jours . 

但 原因 本身 在 这里 很难说 清 ， 也 可能 对 我们 这些 非专业 人士 根本 就 说 不 清 。|||Mais il est difficile – peut-être même impossible pour des non-spécialistes comme nous – de déterminer précisément cette raison . 

文件 中 附加 了 他们 遗书 的 部分 内容 ， 各位 会后 可以 仔细 看看 。 ”|||Vous trouverez dans les documents distribués une partie du contenu de leurs lettres d' adieu , vous pourrez les lire plus en détail après la réunion . 

汪淼 翻翻 那些 遗书 的 复印件 ， 都 是 长篇大论 。|||Wang Miao feuilleta les photocopies de ces lettres , toutes très longues . 

“ 丁仪 博士 ， 您 能 否 把 杨冬 的 遗书 给 汪 教授 看 一下 ？|||— Docteur Ding Yi , peut-être pourriez -vous transmettre au Pr Wang Miao celle de Yang Dong ? 

她 的 最 简短 ， 也 最 有 概括性 。 ”|||C' est la plus courte , mais aussi celle qui résume le mieux la situation . 

那个 一直 低 着 头 沉默 的 人 半天 才 有所 反应 ， 掏 出 一个 白色 的 信封 隔 着 桌子 递 给 汪淼 ， 大史 在 旁边 低声 说 ： “ 他 是 杨冬 的 男友 。 ”|||L' homme resta silencieux et tête baissée pendant un long moment avant de réagir . Il sortit une enveloppe blanche et la fit passer à Wang Miao . Shi Qiang se pencha à son oreille : — Le petit ami de Yang Dong . 

汪淼 这 才 想起 自己 在 良湘 的 高能 加速器 工地 中 也 见 过 丁仪 ， 他 是 理论 组 的 成员 ， 这 名 物理学 家 因 在 对 球状 闪电 （ 注 ： 此处 参见作者 本人 的 《 球状闪电 》 。 ）|||Wang Miao se souvint seulement alors qu' il avait déjà rencontré le Dr Ding Yi sur le site de l' accélérateur de Liangxiang . Il était membre du comité théorique . 

的 研究 中 发现 宏原子 而 闻名于世 。|||Il s' était fait un nom en découvrant le macro-atome lors de ses recherches sur la foudre en boule . 

汪淼 从 信封 中 抽出 一 片 散发 出 清香 的 东西 ， 形状 不 规 则 ， 不 是 纸 ， 竟是 一 片 白桦 树皮 ， 上面 有 一 行 娟秀 的 字 ：|||Wang Miao sortit de l' enveloppe un objet aux senteurs odorantes et à la forme irrégulière . Ce n' était pas une feuille de papier , mais un morceau d' écorce de bouleau de Mandchourie . Il y était écrit avec un trait gracieux : 

一切 的 一切 都 导向 这样 一个 结果 ： 物理学 从 来 就 没有 存在 过 ， 将 来也不会 存在 。|||Tout ça pour en arriver à cette conclusion : la physique n' a jamais existé et n' existera jamais . 

我 知道 自己 这样 做 是 不 负 责任 的 ， 但 别无选择 。|||Je reconnais que c' est irresponsable , mais je n' ai pas d' autre choix . 

连 签字 都 没有 ， 她 就 走 了 。|||Puis elle était partie , sans même une signature . 

“ 物理学 … … 不 存在 ？ ”|||— La physique … n' existe pas ? 

汪淼 茫然四顾 。|||Étourdi , Wang Miao regarda autour de lui . 

常 将军 合 上 文件 夹 ， “ 有 一些 相关 的 具体 信息 与 世界 上 三 台 新 的 高能 加速器 建成 后 取得 的 实验 结果 有关 ， 很 专业 ， 我们 就 不 在 这里 讨论 了 。|||Le général Chang referma le dossier . — Nous possédons des informations concrètes concernant les résultats des expériences obtenus à partir des trois accélérateurs de particules existant dans le monde . Celles - ci sont très techniques et nous n' en discuterons pas ici . 

我们 首先 要 调查 的 是 ‘ 科学 边界 ’ 学会 。|||La première chose sur laquelle nous devons concentrer notre enquête est la Société scientifique des frontières de la science . 

联合国 教科文 组织 将 2005年 定 为 世界 物理年 ， 这个 组织 就 是 在 这 一 年 国际 物理学界 频繁 的 学术 会议 和 交流 活动 中 逐渐 诞生 的 ， 是 一个 松散 的 国际性 学术 组织 。|||L' année 2005 a été déclarée " Année mondiale de la physique " par l' Unesco , la société est née au lendemain des nombreux colloques et échanges académiques internationaux ayant vu le jour cette année -là . Il s' agit d' une association scientifique à dimension internationale . 
